InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,Revenue,InvoiceDate,CustomerID,Country
576617,22229,BUNNY WOODEN PAINTED WITH FLOWER,Garden & Outdoor,1,1.63,1.63,2011-11-15 16:57:00,,United Kingdom
576617,22737,RIBBON REEL CHRISTMAS PRESENT,Christmas & Seasonal,1,3.29,3.29,2011-11-15 16:57:00,,United Kingdom
576618,23245,SET OF 3 REGENCY CAKE TINS,Bags & Storage,3,10.79,32.37,2011-11-15 17:00:00,,United Kingdom
576618,21929,JUMBO BAG PINK VINTAGE PAISLEY,Bags & Storage,2,4.13,8.26,2011-11-15 17:00:00,,United Kingdom
576618,23477,WOODLAND LARGE BLUE FELT HEART,Home Decor,1,2.46,2.46,2011-11-15 17:00:00,,United Kingdom
576618,23540,WALL ART THE MAGIC FOREST,Home Decor,1,14.13,14.13,2011-11-15 17:00:00,,United Kingdom
576618,21356,TOAST ITS - FAIRY FLOWER,Garden & Outdoor,1,0.83,0.83,2011-11-15 17:00:00,,United Kingdom
576618,22801,ANTIQUE GLASS PEDESTAL BOWL,Kitchen & Dining,2,7.46,14.92,2011-11-15 17:00:00,,United Kingdom
576618,23351,ROLL WRAP 50'S CHRISTMAS,Christmas & Seasonal,1,2.46,2.46,2011-11-15 17:00:00,,United Kingdom
576618,23123,COCKTAIL SWORDS 50 PIECES,Other Homeware,1,1.63,1.63,2011-11-15 17:00:00,,United Kingdom
576618,22316,200 BENDY SKULL STRAWS,Other Homeware,1,2.46,2.46,2011-11-15 17:00:00,,United Kingdom
576618,23129,HEART SHAPED HOLLY WREATH,Home Decor,1,8.29,8.29,2011-11-15 17:00:00,,United Kingdom
576618,22930,BAKING MOULD HEART MILK CHOCOLATE,Kitchen & Dining,1,4.96,4.96,2011-11-15 17:00:00,,United Kingdom
576618,22376,AIRLINE BAG VINTAGE JET SET WHITE,Bags & Storage,1,8.29,8.29,2011-11-15 17:00:00,,United Kingdom
576625,23203,JUMBO BAG VINTAGE DOILY,Bags & Storage,10,2.08,20.8,2011-11-15 17:20:00,15571,United Kingdom
576626,23236,STORAGE TIN VINTAGE DOILY,Bags & Storage,2,2.89,5.78,2011-11-15 17:26:00,12890,United Kingdom
576626,23518,EMBROIDERED RIBBON REEL RACHEL,Other Homeware,1,2.89,2.89,2011-11-15 17:26:00,12890,United Kingdom
576627,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,Other Homeware,4,3.75,15.0,2011-11-16 08:25:00,14426,United Kingdom
576628,22037,ROBOT BIRTHDAY CARD,Stationery & Paper,12,0.42,5.04,2011-11-16 08:28:00,13449,United Kingdom
576629,22666,RECIPE BOX PANTRY YELLOW DESIGN,Home Decor,6,2.95,17.700000000000003,2011-11-16 08:37:00,12621,Germany
576644,23355,HOT WATER BOTTLE KEEP CALM,Kitchen & Dining,1,10.79,10.79,2011-11-16 10:01:00,,United Kingdom
576644,21035,SET/2 RED RETROSPOT TEA TOWELS,Other Homeware,3,6.25,18.75,2011-11-16 10:01:00,,United Kingdom
576644,82482,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,5,4.96,24.8,2011-11-16 10:01:00,,United Kingdom
576644,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,Kitchen & Dining,1,3.29,3.29,2011-11-16 10:01:00,,United Kingdom
576644,22282,12 EGG HOUSE PAINTED WOOD,Other Homeware,1,24.96,24.96,2011-11-16 10:01:00,,United Kingdom
576644,22384,LUNCH BAG PINK POLKADOT,Bags & Storage,2,4.96,9.92,2011-11-16 10:01:00,,United Kingdom
576644,22947,WOODEN ADVENT CALENDAR RED,Christmas & Seasonal,18,16.63,299.34,2011-11-16 10:01:00,,United Kingdom
576645,23269,SET OF 2 CERAMIC CHRISTMAS TREES,Christmas & Seasonal,12,1.45,17.4,2011-11-16 10:14:00,16245,United Kingdom
576646,22556,PLASTERS IN TIN CIRCUS PARADE,Bags & Storage,12,1.65,19.799999999999997,2011-11-16 10:18:00,,Unspecified
576650,35970,ZINC FOLKART SLEIGH BELLS,Other Homeware,24,1.69,40.56,2011-11-16 10:34:00,14286,United Kingdom
576651,23344,JUMBO BAG 50'S CHRISTMAS,Christmas & Seasonal,20,2.08,41.6,2011-11-16 10:37:00,14626,United Kingdom
576653,85178,VICTORIAN SEWING KIT,Other Homeware,24,1.25,30.0,2011-11-16 10:45:00,14156,EIRE
576654,21935,SUKI  SHOULDER BAG,Bags & Storage,3,1.65,4.949999999999999,2011-11-16 10:55:00,15584,United Kingdom
576665,22112,CHOCOLATE HOT WATER BOTTLE,Kitchen & Dining,1,4.95,4.95,2011-11-16 11:46:00,17841,United Kingdom
576665,23080,RED METAL BOX TOP SECRET,Other Homeware,3,8.25,24.75,2011-11-16 11:46:00,17841,United Kingdom
576665,23265,SET OF 3 WOODEN TREE DECORATIONS,Home Decor,2,1.25,2.5,2011-11-16 11:46:00,17841,United Kingdom
576667,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,Christmas & Seasonal,3,4.95,14.850000000000001,2011-11-16 11:48:00,12963,United Kingdom
576667,23581,JUMBO BAG PAISLEY PARK,Bags & Storage,10,2.08,20.8,2011-11-16 11:48:00,12963,United Kingdom
576672,21481,FAWN BLUE HOT WATER BOTTLE,Kitchen & Dining,36,3.39,122.04,2011-11-16 11:59:00,12731,France
576676,23173,REGENCY TEAPOT ROSES,Kitchen & Dining,2,9.95,19.9,2011-11-16 12:03:00,16855,United Kingdom
576686,22273,FELTCRAFT DOLL MOLLY,Toys & Children,1,2.95,2.95,2011-11-16 12:08:00,16916,United Kingdom
576686,22620,4 TRADITIONAL SPINNING TOPS,Other Homeware,2,1.45,2.9,2011-11-16 12:08:00,16916,United Kingdom
576684,23582,VINTAGE DOILY JUMBO BAG RED,Bags & Storage,10,2.08,20.8,2011-11-16 12:08:00,14092,United Kingdom
576687,23093,SMALL PARISIENNE HEART PHOTO FRAME,Home Decor,1,2.49,2.49,2011-11-16 12:13:00,13558,United Kingdom
576692,22179,SET 10 NIGHT OWL LIGHTS,Lighting & Candles,4,6.75,27.0,2011-11-16 12:21:00,17412,United Kingdom
576695,23057,BEADED CHANDELIER T-LIGHT HOLDER,Lighting & Candles,1,4.95,4.95,2011-11-16 12:25:00,16469,United Kingdom
576695,21374,MIRRORED WALL ART SKULLS,Home Decor,1,1.25,1.25,2011-11-16 12:25:00,16469,United Kingdom
576695,20983,12 PENCILS TALL TUBE RED RETROSPOT,Stationery & Paper,1,0.85,0.85,2011-11-16 12:25:00,16469,United Kingdom
576694,21833,CAMOUFLAGE LED TORCH,Other Homeware,12,1.69,20.28,2011-11-16 12:25:00,14426,United Kingdom
576696,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",Home Decor,11,0.39,4.29,2011-11-16 12:26:00,16669,United Kingdom
576704,23403,LETTER HOLDER HOME SWEET HOME,Lighting & Candles,1,3.75,3.75,2011-11-16 12:29:00,14527,United Kingdom
576736,22423,REGENCY CAKESTAND 3 TIER,Kitchen & Dining,6,12.75,76.5,2011-11-16 12:42:00,13089,United Kingdom
576736,22364,GLASS JAR DIGESTIVE BISCUITS,Bags & Storage,12,2.95,35.400000000000006,2011-11-16 12:42:00,13089,United Kingdom
576768,22191,IVORY DINER WALL CLOCK,Home Decor,12,7.65,91.80000000000001,2011-11-16 13:13:00,13408,United Kingdom
576771,23208,LUNCH BAG VINTAGE LEAF DESIGN,Bags & Storage,10,1.65,16.5,2011-11-16 13:19:00,13285,United Kingdom
576778,82483,WOOD 2 DRAWER CABINET WHITE FINISH,Other Homeware,2,6.95,13.9,2011-11-16 13:24:00,16085,United Kingdom
576778,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,Other Homeware,1,0.42,0.42,2011-11-16 13:24:00,16085,United Kingdom
576778,20972,PINK CREAM FELT CRAFT TRINKET BOX,Other Homeware,2,1.25,2.5,2011-11-16 13:24:00,16085,United Kingdom
576779,21558,SKULL LUNCH BOX WITH CUTLERY,Bags & Storage,2,2.55,5.1,2011-11-16 13:25:00,14554,United Kingdom
576787,22668,PINK BABY BUNTING,Bags & Storage,5,2.95,14.75,2011-11-16 13:54:00,13815,Germany
576791,22792,FLUTED ANTIQUE CANDLE HOLDER,Lighting & Candles,144,0.72,103.67999999999999,2011-11-16 13:59:00,17896,United Kingdom
576837,22963,JAM JAR WITH GREEN LID,Bags & Storage,1,1.63,1.63,2011-11-16 15:16:00,,United Kingdom
576837,22810,SET OF 6 T-LIGHTS SNOWMEN,Lighting & Candles,1,5.79,5.79,2011-11-16 15:16:00,,United Kingdom
576837,10135,COLOURING PENCILS BROWN TUBE,Stationery & Paper,1,2.46,2.46,2011-11-16 15:16:00,,United Kingdom
576837,23497,CLASSIC CHROME BICYCLE BELL,Other Homeware,3,3.29,9.870000000000001,2011-11-16 15:16:00,,United Kingdom
576837,23681,LUNCH BAG RED VINTAGE DOILY,Bags & Storage,1,4.13,4.13,2011-11-16 15:16:00,,United Kingdom
576837,21485,RETROSPOT HEART HOT WATER BOTTLE,Kitchen & Dining,1,10.79,10.79,2011-11-16 15:16:00,,United Kingdom
576837,22597,MUSICAL ZINC HEART DECORATION,Home Decor,2,0.83,1.66,2011-11-16 15:16:00,,United Kingdom
576837,22691,DOORMAT WELCOME SUNRISE,Home Decor,1,15.79,15.79,2011-11-16 15:16:00,,United Kingdom
576837,22549,PICTURE DOMINOES,Other Homeware,5,3.29,16.45,2011-11-16 15:16:00,,United Kingdom
576837,16219,HOUSE SHAPE PENCIL SHARPENER,Stationery & Paper,1,0.83,0.83,2011-11-16 15:16:00,,United Kingdom
576837,23405,HOME SWEET HOME 2 DRAWER CABINET,Other Homeware,3,10.79,32.37,2011-11-16 15:16:00,,United Kingdom
576837,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,Stationery & Paper,1,1.63,1.63,2011-11-16 15:16:00,,United Kingdom
576840,22065,CHRISTMAS PUDDING TRINKET POT,Christmas & Seasonal,4,1.63,6.52,2011-11-16 15:23:00,,United Kingdom
576840,35646,VINTAGE BEAD PINK EVENING BAG,Bags & Storage,2,2.46,4.92,2011-11-16 15:23:00,,United Kingdom
576840,22689,DOORMAT MERRY CHRISTMAS RED,Christmas & Seasonal,1,16.63,16.63,2011-11-16 15:23:00,,United Kingdom
576840,22995,TRAVEL CARD WALLET SUKI,Stationery & Paper,2,0.83,1.66,2011-11-16 15:23:00,,United Kingdom
576840,22712,CARD DOLLY GIRL,Stationery & Paper,1,0.83,0.83,2011-11-16 15:23:00,,United Kingdom
576840,22593,CHRISTMAS GINGHAM STAR,Christmas & Seasonal,1,1.63,1.63,2011-11-16 15:23:00,,United Kingdom
576840,22597,MUSICAL ZINC HEART DECORATION,Home Decor,2,0.83,1.66,2011-11-16 15:23:00,,United Kingdom
576840,21813,GARLAND WITH STARS AND BELLS,Party & Celebration,2,3.29,6.58,2011-11-16 15:23:00,,United Kingdom
576840,21617,4 LILY  BOTANICAL DINNER CANDLES,Lighting & Candles,1,3.29,3.29,2011-11-16 15:23:00,,United Kingdom
576845,23524,HORSE & PONY WALL ART,Home Decor,6,3.75,22.5,2011-11-16 15:34:00,12991,United Kingdom
576851,22139,RETROSPOT TEA SET CERAMIC 11 PC,Other Homeware,1,4.95,4.95,2011-11-16 15:41:00,15967,United Kingdom
576852,21213,PACK OF 72 SKULL CAKE CASES,Kitchen & Dining,2,0.55,1.1,2011-11-16 15:45:00,16809,United Kingdom
576852,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,Other Homeware,2,2.08,4.16,2011-11-16 15:45:00,16809,United Kingdom
576857,21985,PACK OF 12 HEARTS DESIGN TISSUES,Home Decor,2,0.39,0.78,2011-11-16 15:52:00,12748,United Kingdom
576859,22940,FELTCRAFT CHRISTMAS FAIRY,Christmas & Seasonal,12,4.25,51.0,2011-11-16 15:56:00,18167,United Kingdom
576859,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,Bags & Storage,12,3.39,40.68,2011-11-16 15:56:00,18167,United Kingdom
576860,23365,SET 12 COLOUR PENCILS LOVE LONDON,Stationery & Paper,24,0.65,15.600000000000001,2011-11-16 15:58:00,17602,United Kingdom
576860,22971,QUEENS GUARD COFFEE MUG,Kitchen & Dining,6,2.55,15.299999999999999,2011-11-16 15:58:00,17602,United Kingdom
576861,23186,FRENCH STYLE STORAGE JAR CAFE,Bags & Storage,36,0.29,10.44,2011-11-16 16:00:00,18041,United Kingdom
576864,23501,KEY RING BASEBALL BOOT UNION JACK,Jewellery & Accessories,1,1.25,1.25,2011-11-16 16:06:00,12748,United Kingdom
576867,47566,PARTY BUNTING,Bags & Storage,4,4.95,19.8,2011-11-16 16:18:00,13012,United Kingdom
576879,84029E,RED WOOLLY HOTTIE WHITE HEART.,Home Decor,3,4.25,12.75,2011-11-16 16:52:00,18006,United Kingdom
576890,23353,6 GIFT TAGS VINTAGE CHRISTMAS,Christmas & Seasonal,12,0.83,9.959999999999999,2011-11-16 17:25:00,12662,Germany
576900,23251,VINTAGE RED ENAMEL TRIM MUG,Kitchen & Dining,48,1.25,60.0,2011-11-17 08:53:00,15489,United Kingdom
576906,22083,PAPER CHAIN KIT RETROSPOT,Stationery & Paper,6,2.95,17.700000000000003,2011-11-17 09:33:00,18225,United Kingdom
576911,22032,BOTANICAL LILY GREETING CARD,Bags & Storage,12,0.42,5.04,2011-11-17 10:01:00,17461,United Kingdom
576927,23128,FELTCRAFT BOY JEAN-PAUL KIT,Other Homeware,4,4.95,19.8,2011-11-17 11:02:00,12567,France
576927,22467,GUMBALL COAT RACK,Other Homeware,6,2.55,15.299999999999999,2011-11-17 11:02:00,12567,France
576927,22385,JUMBO BAG SPACEBOY DESIGN,Bags & Storage,10,2.08,20.8,2011-11-17 11:02:00,12567,France
576927,22326,ROUND SNACK BOXES SET OF4 WOODLAND,Other Homeware,6,2.95,17.700000000000003,2011-11-17 11:02:00,12567,France
576933,22966,GINGERBREAD MAN COOKIE CUTTER,Other Homeware,4,1.25,5.0,2011-11-17 11:29:00,15529,United Kingdom
576933,21914,BLUE HARMONICA IN BOX,Other Homeware,4,1.25,5.0,2011-11-17 11:29:00,15529,United Kingdom
576933,23388,WOODLAND MINI BACKPACK,Other Homeware,2,4.15,8.3,2011-11-17 11:29:00,15529,United Kingdom
576971,22971,QUEENS GUARD COFFEE MUG,Kitchen & Dining,6,2.55,15.299999999999999,2011-11-17 11:51:00,14032,United Kingdom
577008,23321,SMALL WHITE HEART OF WICKER,Home Decor,7,1.65,11.549999999999999,2011-11-17 12:02:00,16869,United Kingdom
577008,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,Christmas & Seasonal,3,1.25,3.75,2011-11-17 12:02:00,16869,United Kingdom
577008,20992,JAZZ HEARTS PURSE NOTEBOOK,Home Decor,6,0.39,2.34,2011-11-17 12:02:00,16869,United Kingdom
577008,16216,LETTER SHAPE PENCIL SHARPENER,Stationery & Paper,10,0.06,0.6,2011-11-17 12:02:00,16869,United Kingdom
577010,22037,ROBOT BIRTHDAY CARD,Stationery & Paper,12,0.42,5.04,2011-11-17 12:11:00,15506,United Kingdom
577010,20992,JAZZ HEARTS PURSE NOTEBOOK,Home Decor,5,0.39,1.9500000000000002,2011-11-17 12:11:00,15506,United Kingdom
577010,22949,SET OF 36 DOLLY GIRL PAPER DOILIES,Stationery & Paper,1,1.45,1.45,2011-11-17 12:11:00,15506,United Kingdom
577016,22690,DOORMAT HOME SWEET HOME BLUE,Home Decor,10,7.08,70.8,2011-11-17 12:21:00,17095,United Kingdom
577020,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,Other Homeware,4,3.75,15.0,2011-11-17 12:32:00,17147,United Kingdom
577022,23217,LAUREL HEART ANTIQUE SILVER,Home Decor,8,1.25,10.0,2011-11-17 12:42:00,13668,United Kingdom
577023,20973,12 PENCIL SMALL TUBE WOODLAND,Stationery & Paper,24,0.65,15.600000000000001,2011-11-17 12:43:00,16186,United Kingdom
577024,22733,3D TRADITIONAL CHRISTMAS STICKERS,Christmas & Seasonal,2,1.25,2.5,2011-11-17 12:47:00,14704,United Kingdom
577034,51014C,"FEATHER PEN,COAL BLACK",Stationery & Paper,12,0.39,4.68,2011-11-17 13:16:00,12847,United Kingdom
577033,23329,DECORATIVE WICKER HEART LARGE,Home Decor,7,1.65,11.549999999999999,2011-11-17 13:16:00,17797,United Kingdom
577036,23397,FOOT STOOL HOME SWEET HOME,Other Homeware,2,9.95,19.9,2011-11-17 13:21:00,17797,United Kingdom
577046,23247,BISCUIT TIN 50'S CHRISTMAS,Christmas & Seasonal,6,2.89,17.34,2011-11-17 13:46:00,12449,Belgium
577046,22471,TV DINNER TRAY AIR HOSTESS,Other Homeware,3,4.95,14.850000000000001,2011-11-17 13:46:00,12449,Belgium
577046,22494,EMERGENCY FIRST AID TIN,Bags & Storage,12,1.25,15.0,2011-11-17 13:46:00,12449,Belgium
577046,22192,BLUE DINER WALL CLOCK,Home Decor,4,8.5,34.0,2011-11-17 13:46:00,12449,Belgium
577046,23275,SET OF 3 HANGING OWLS OLLIE BEAK,Home Decor,12,1.25,15.0,2011-11-17 13:46:00,12449,Belgium
577046,21218,RED SPOTTY BISCUIT TIN,Bags & Storage,6,3.75,22.5,2011-11-17 13:46:00,12449,Belgium
577049,22082,RIBBON REEL STRIPES DESIGN,Home Decor,5,1.65,8.25,2011-11-17 13:58:00,17397,United Kingdom
577049,23007,SPACEBOY BABY GIFT SET,Toys & Children,1,16.95,16.95,2011-11-17 13:58:00,17397,United Kingdom
577050,35953,FOLKART STAR CHRISTMAS DECORATIONS,Christmas & Seasonal,48,0.39,18.72,2011-11-17 13:59:00,14191,United Kingdom
577050,22356,CHARLOTTE BAG PINK POLKADOT,Bags & Storage,10,0.85,8.5,2011-11-17 13:59:00,14191,United Kingdom
577051,23527,WALL ART ANIMALS AND NATURE,Home Decor,1,3.75,3.75,2011-11-17 14:02:00,14034,United Kingdom
577052,21367,MIRRORED WALL ART GENTS,Home Decor,5,0.75,3.75,2011-11-17 14:08:00,17397,United Kingdom
577053,21035,SET/2 RED RETROSPOT TEA TOWELS,Other Homeware,6,3.25,19.5,2011-11-17 14:17:00,13001,United Kingdom
577057,23583,LUNCH BAG PAISLEY PARK,Bags & Storage,1,1.65,1.65,2011-11-17 14:26:00,12748,United Kingdom
577058,23497,CLASSIC CHROME BICYCLE BELL,Other Homeware,1,1.45,1.45,2011-11-17 14:29:00,18122,United Kingdom
577062,21210,SET OF 72 RETROSPOT PAPER  DOILIES,Stationery & Paper,12,1.45,17.4,2011-11-17 14:40:00,18221,United Kingdom
577061,22550,HOLIDAY FUN LUDO,Other Homeware,4,3.75,15.0,2011-11-17 14:40:00,14911,EIRE
577071,23343,JUMBO BAG VINTAGE CHRISTMAS,Christmas & Seasonal,10,2.08,20.8,2011-11-17 14:56:00,13969,United Kingdom
577076,22780,LIGHT GARLAND BUTTERFILES PINK,Lighting & Candles,2,4.25,8.5,2011-11-17 15:08:00,14362,United Kingdom
577077,21892,TRADITIONAL WOODEN CATCH CUP GAME,Kitchen & Dining,6,1.25,7.5,2011-11-17 15:16:00,17799,United Kingdom
577078,21902,"KEY FOB , FRONT  DOOR",Other Homeware,1,1.63,1.63,2011-11-17 15:17:00,,United Kingdom
577078,46776F,WOVEN ROSE GARDEN CUSHION COVER,Home Decor,2,4.13,8.26,2011-11-17 15:17:00,,United Kingdom
577078,22810,SET OF 6 T-LIGHTS SNOWMEN,Lighting & Candles,1,5.79,5.79,2011-11-17 15:17:00,,United Kingdom
577078,82578,KITCHEN METAL SIGN,Kitchen & Dining,1,1.25,1.25,2011-11-17 15:17:00,,United Kingdom
577078,22697,GREEN REGENCY TEACUP AND SAUCER,Kitchen & Dining,1,5.79,5.79,2011-11-17 15:17:00,,United Kingdom
577078,85176,SEWING SUSAN 21 NEEDLE SET,Other Homeware,2,1.63,3.26,2011-11-17 15:17:00,,United Kingdom
577078,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,Kitchen & Dining,1,1.63,1.63,2011-11-17 15:17:00,,United Kingdom
577078,22162,HEART GARLAND RUSTIC PADDED,Home Decor,1,3.29,3.29,2011-11-17 15:17:00,,United Kingdom
577078,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,Christmas & Seasonal,8,0.83,6.64,2011-11-17 15:17:00,,United Kingdom
577082,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,Kitchen & Dining,18,0.79,14.22,2011-11-17 15:31:00,15811,United Kingdom
577086,23344,JUMBO BAG 50'S CHRISTMAS,Christmas & Seasonal,10,2.08,20.8,2011-11-17 15:50:00,16070,United Kingdom
577092,21669,BLUE STRIPE CERAMIC DRAWER KNOB,Other Homeware,36,1.45,52.199999999999996,2011-11-17 16:35:00,15136,United Kingdom
577093,22385,JUMBO BAG SPACEBOY DESIGN,Bags & Storage,10,2.08,20.8,2011-11-17 16:37:00,13089,United Kingdom
577094,22367,CHILDRENS APRON SPACEBOY DESIGN,Home Decor,2,1.95,3.9,2011-11-17 16:39:00,15435,United Kingdom
577095,23126,FELTCRAFT GIRL AMELIE KIT,Other Homeware,1,4.95,4.95,2011-11-17 16:39:00,15867,United Kingdom
577106,21591,COSY HOUR CIGAR BOX MATCHES,Other Homeware,1,1.25,1.25,2011-11-17 17:18:00,14456,United Kingdom
577106,23332,IVORY WICKER HEART LARGE,Home Decor,2,1.65,3.3,2011-11-17 17:18:00,14456,United Kingdom
577121,35970,ZINC FOLKART SLEIGH BELLS,Other Homeware,12,1.69,20.28,2011-11-17 18:29:00,12681,France
577126,22348,TEA BAG PLATE RED RETROSPOT,Bags & Storage,24,0.85,20.4,2011-11-17 19:22:00,12406,Denmark
577126,21509,COWBOYS AND INDIANS BIRTHDAY CARD,Stationery & Paper,12,0.42,5.04,2011-11-17 19:22:00,12406,Denmark
577126,84558A,3D DOG PICTURE PLAYING CARDS,Stationery & Paper,12,2.95,35.400000000000006,2011-11-17 19:22:00,12406,Denmark
577148,21731,RED TOADSTOOL LED NIGHT LIGHT,Lighting & Candles,96,1.65,158.39999999999998,2011-11-18 09:43:00,13941,United Kingdom
577150,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchen & Dining,35,2.08,72.8,2011-11-18 09:48:00,,United Kingdom
577150,84029E,RED WOOLLY HOTTIE WHITE HEART.,Home Decor,19,9.13,173.47000000000003,2011-11-18 09:48:00,,United Kingdom
577150,21239,PINK  POLKADOT CUP,Kitchen & Dining,6,1.63,9.78,2011-11-18 09:48:00,,United Kingdom
577155,23313,VINTAGE CHRISTMAS BUNTING,Christmas & Seasonal,10,4.95,49.5,2011-11-18 09:56:00,13050,United Kingdom
577156,21498,RED RETROSPOT WRAP,Stationery & Paper,25,0.42,10.5,2011-11-18 09:57:00,13471,United Kingdom
577174,23321,SMALL WHITE HEART OF WICKER,Home Decor,2,1.65,3.3,2011-11-18 10:58:00,17841,United Kingdom
577176,20971,PINK BLUE FELT CRAFT TRINKET BOX,Other Homeware,12,1.25,15.0,2011-11-18 11:07:00,13305,United Kingdom
577182,23199,JUMBO BAG APPLES,Bags & Storage,10,2.08,20.8,2011-11-18 11:39:00,16945,United Kingdom
577217,22791,T-LIGHT GLASS FLUTED ANTIQUE,Lighting & Candles,12,1.25,15.0,2011-11-18 11:53:00,17324,United Kingdom
577218,21793,CLASSIC FRENCH STYLE BASKET BROWN,Bags & Storage,8,3.95,31.6,2011-11-18 12:02:00,13117,United Kingdom
577228,22270,HAPPY EASTER HANGING DECORATION,Christmas & Seasonal,1,3.75,3.75,2011-11-18 12:07:00,12391,Cyprus
577230,23504,PLAYING CARDS JUBILEE UNION JACK,Stationery & Paper,1,1.25,1.25,2011-11-18 12:08:00,18034,United Kingdom
577230,22332,SKULLS PARTY BAG + STICKER SET,Bags & Storage,2,1.65,3.3,2011-11-18 12:08:00,18034,United Kingdom
577252,22211,WOOD STAMP SET FLOWERS,Garden & Outdoor,1,0.83,0.83,2011-11-18 12:22:00,18034,United Kingdom
577256,22865,HAND WARMER OWL DESIGN,Home Decor,12,2.1,25.200000000000003,2011-11-18 12:25:00,15530,United Kingdom
577258,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,Christmas & Seasonal,2,0.29,0.58,2011-11-18 12:27:00,16764,United Kingdom
577286,20751,FUNKY WASHING UP GLOVES ASSORTED,Jewellery & Accessories,1,2.1,2.1,2011-11-18 12:39:00,14606,United Kingdom
577297,23196,VINTAGE LEAF MAGNETIC NOTEPAD,Other Homeware,5,1.45,7.25,2011-11-18 12:48:00,14593,United Kingdom
577297,23571,TRADITIONAL NAUGHTS & CROSSES,Other Homeware,4,1.65,6.6,2011-11-18 12:48:00,14593,United Kingdom
577298,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,24,1.69,40.56,2011-11-18 12:49:00,14299,United Kingdom
577299,20726,LUNCH BAG WOODLAND,Bags & Storage,10,1.65,16.5,2011-11-18 12:52:00,12498,Germany
577300,22197,POPCORN HOLDER,Lighting & Candles,12,0.85,10.2,2011-11-18 12:53:00,16924,United Kingdom
577300,22383,LUNCH BAG SUKI DESIGN,Bags & Storage,10,1.65,16.5,2011-11-18 12:53:00,16924,United Kingdom
577302,22742,MAKE YOUR OWN PLAYTIME CARD KIT,Stationery & Paper,1,2.95,2.95,2011-11-18 12:57:00,17904,United Kingdom
577311,21479,WHITE SKULL HOT WATER BOTTLE,Kitchen & Dining,6,4.25,25.5,2011-11-18 13:16:00,18225,United Kingdom
577314,22728,ALARM CLOCK BAKELIKE PINK,Home Decor,4,3.75,15.0,2011-11-18 13:23:00,12444,Norway
577314,82551,LAUNDRY 15C METAL SIGN,Home Decor,12,1.45,17.4,2011-11-18 13:23:00,12444,Norway
577319,23170,REGENCY TEA PLATE ROSES,Kitchen & Dining,2,1.65,3.3,2011-11-18 13:43:00,17301,United Kingdom
577331,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,Jewellery & Accessories,1,0.85,0.85,2011-11-18 14:23:00,14667,United Kingdom
577336,23358,HOT STUFF HOT WATER BOTTLE,Kitchen & Dining,6,3.75,22.5,2011-11-18 14:50:00,14793,United Kingdom
577336,22835,HOT WATER BOTTLE I AM SO POORLY,Kitchen & Dining,4,4.95,19.8,2011-11-18 14:50:00,14793,United Kingdom
577337,23313,VINTAGE CHRISTMAS BUNTING,Christmas & Seasonal,2,4.95,9.9,2011-11-18 14:51:00,15494,United Kingdom
577338,22491,PACK OF 12 COLOURED PENCILS,Stationery & Paper,24,0.85,20.4,2011-11-18 14:52:00,17650,United Kingdom
577347,22470,HEART OF WICKER LARGE,Home Decor,6,2.95,17.700000000000003,2011-11-18 15:27:00,13960,United Kingdom
577355,22138,BAKING SET 9 PIECE RETROSPOT,Kitchen & Dining,3,4.95,14.850000000000001,2011-11-18 15:53:00,14911,EIRE
577355,23245,SET OF 3 REGENCY CAKE TINS,Bags & Storage,4,4.95,19.8,2011-11-18 15:53:00,14911,EIRE
577358,23265,SET OF 3 WOODEN TREE DECORATIONS,Home Decor,1,2.46,2.46,2011-11-18 15:59:00,,United Kingdom
577358,21915,RED  HARMONICA IN BOX,Other Homeware,3,2.46,7.38,2011-11-18 15:59:00,,United Kingdom
577358,21918,SET 12 KIDS COLOUR  CHALK STICKS,Stationery & Paper,3,0.83,2.4899999999999998,2011-11-18 15:59:00,,United Kingdom
577358,22076,6 RIBBONS EMPIRE,Other Homeware,5,1.25,6.25,2011-11-18 15:59:00,,United Kingdom
577358,22620,4 TRADITIONAL SPINNING TOPS,Other Homeware,4,2.46,9.84,2011-11-18 15:59:00,,United Kingdom
577358,23263,SET OF 3 WOODEN HEART DECORATIONS,Home Decor,3,2.46,7.38,2011-11-18 15:59:00,,United Kingdom
